tweet
"RT @OprahDaily: It is with a heavy heart that we can confirm that Vernon Winfrey, Oprah’s father, passed away yesterday at the age of 89. R…"
"RT @OprahDaily: #Oprah's dad is currently battling cancer. While she's by his side, she threw him a celebration to give him “his flowers” w…"
I remember that first table read! So glad @AllRiseOWN is back and a new episode airs tonight at 8|7c on @OWNTV! https://t.co/HHD7IM3QnU
"RT @voguemagazine: “There is absolutely no outdoing @Oprah, so I chose an exact depiction with tasteful ornamentations. Diamond earrings fo…"
"RT @voguemagazine: To mark #Pride Month, Vogue presented the cast of @RupaulsDragRace All Stars 7 with a challenge of our own: the eight qu…"
"RT @OprahDaily: We're proud to present #FutureRising, a collection of stories featuring 50 Black trailblazers moving our world forward. Thi…"
"BRAVA BRAVA 👏🏾👏🏾 to Best Actress in a Musical, Joaquina Kalukango!!! What a thrill to see this full circle moment with Cynthia Erivo and @thedanieb presenting the award to their former cast member from The Color Purple 💜 #TonyAwards https://t.co/ErTrrzNJpi"
RT @leilamottley: I can finally share the BEST pub day news: @oprah has selected “Nightcrawling” as her latest pick! Join the conversation…
"RT @OprahDaily: 🚨 VIRTUAL LIVE EVENT STARTING NOW 🚨

Join us for ""The Life You Want"" Class, with @Oprah and @JeffWeiner as they reveal how…"
"RT @oprahsbookclub: @oprah's next selection is “Nightcrawling” by Leila Mottley. A former Youth Poet Laureate of Oakland, Mottley began thi…"
RT @CBSMornings: Author @leilamottley began writing her new novel when she was a high school student — and now it’s an @oprahsbookclub pick…
I cannot wait to discuss and explore this book with you. Get yourself a copy whenever you buy or download your books from! #ReadWithUs
"The next @oprahsbookclub pick is “Nightcrawling” by @leilamottley, which Leila wrote when was only 17! The debut novel is about a 17-year-old who carries the world on her shoulders. https://t.co/iArKBlzcUP"
"Her father died after being released from prison, her mother recently attempted suicide and is in a halfway house, her brother wants to become a rap star but isn’t bring in any money, and they’re about to be evicted from their apartment in Oakland."
"It was a big privilege for us at @OWNTV to save @AllRiseOWN and bring it over to our network. The storylines are great! Join me tomorrow, June 7 at 8|7c, only on OWN! #AllRise https://t.co/mJXRzjecB2"
"RT @OprahDaily: .@Oprah sat down with activist @davidhogg111 about March for Our Lives’ upcoming protest on June 11, which will be live-str…"
"Thank you @MichelleObama for these beautiful words. I’ll cherish them as much I treasure and cherish you. Thank you @TIME for this honor. #TIME100 
https://t.co/96eH5UiENM"
"I visited the set of #TheColorPurple &amp; we cried, we sang, &amp; we even did the Electric Slide. I can tell you for sure this ain’t your mama’s Color Purple—but I bet you, your mama, and the whole family is gonna love this new reimagined and evolved version!https://t.co/vApw6qcYjL"
"Join us now as @violadavis answers questions about her best-selling memoir #FindingMe over at @OprahDaily! Bring some 🍷 cause we’re reading, discussing, and sipping! @oprahsbookclub #ReadWithUs https://t.co/nojihb6kzd"
"#WhatHappenedToYou is available at https://t.co/KoSFnfIj4d, or wherever you buy or download your books."
Thank you to everyone who bought the book. I’m especially grateful to all of you who connected and made your own discoveries. https://t.co/OssrYkeMxY
"What actually ended up happening was far greater than this little girl born in Kosciusko, Mississippi—and everything she went through—could’ve ever dreamed of. Not only did it spend one full year on the @nytimes bestseller list, but it connected with so many of you. https://t.co/9ytFAVJCCn"
"A year ago, I released #WhatHappenedToYou with @BDPerry. Our hope was that the book would help people heal from their childhood traumas and shift the question from “What’s wrong with you?” to “What happened to you?” https://t.co/UlBJJVolPw"
"RT @OprahDaily: 🚨 Virtual Live Event Starts Now 🚨 

.@Oprah and @JamieKernLima, founder of IT Cosmetics and bestselling author, will discus…"
RT @SmithsonianChan: #TheColorOfCare is on now! Are you watching with us?
3 different hospitals didn’t think Gary Fowler was sick enough with COVID. He went back home and died. #TheColorOfCare is for all the Gary Fowlers out there—and it's airing NOW on @SmithsonianChan. You can also watch the full documentary on YouTube: https://t.co/AYYPQrq2rg
"RT @marissaaevans: I spoke to @Oprah for @latimes about executive producing @SmithsonianChan’s #thecolorofcare, the pandemic and her reflec…"
I hope you can join us this Sunday 5/1 at 8|7c when this original documentary premieres on @SmithsonianChan!
What if I told you the biggest indicator of how long you’re going to live is your zip code? #TheColorOfCare chronicles how people of color suffer from systemically substandard healthcare in the United States and how COVID-19 exposed the tragic consequences of these inequities. https://t.co/uDe64Z8HvW
RT @people: Oprah &amp; Gayle! Sydney &amp; Maude! 4 Pairs of Celeb Besties Who Show the Beauty of Friendship  https://t.co/2zsHVXEw5I
